Ro,smiles
1.435,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2
1.4765,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
1.5025,COc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2[N+](=O)[O-]
1.4258,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1
1.5129,CC(=O)O[C@H]1C[C@H]2C[C@@H]1C1=CC(=[N+]([O-])[O-])[N+](=O)C=C21
1.4125,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
1.4257,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1
1.3152,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1
1.4635,[O-][N+](=O)c1ccc(o1)c1ncncc1Nc1ccccc1
1.3672,[O-][N+](=O)c1ccc(cc1)/C=C/C1=NN(CC1)c1ccccc1
1.3565,NCCNc1ccc(cc1)[N+](=O)[O-]
1.8706,[O-][N+](=O)N1CC(CN(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.4198,O=C1N[C@@H](Nc2c1cccc2)c1ccccc1[N+](=O)[O-]
1.2714,[O-][N+](=O)c1ccc2c(c1)ncn2CCN1CCCCC1
1.5485,CC(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
1.6471,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
1.2974,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
1.5749,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
1.4839,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
1.5891,NC(=O)c1ccc(cc1)[N+](=O)[O-]
1.2814,CC1=NN([C@@H](C1)c1ccccc1)c1cccc(c1)[N+](=O)[O-]
1.4242,COc1cc2n(cnc2c(c1)[N+](=O)[O-])C(C)C
1.5651,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
1.4163,O=C1ON([C@@H](N1c1ccccc1)c1ccccc1[N+](=O)[O-])C
1.3939,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1
1.609,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-]
1.6342,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
1.3714,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
1.5748,N#[N+][N-]CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C[N-][N+]#N
1.2629,CC1(C)N=C([C@@H]2N1[C@H]2c1ccc(cc1)[N+](=O)[O-])c1ccccc1
1.4282,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
1.4188,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
1.2324,C[C@@H](C(C)(C)C)[C@@H]1ON=C(C1)c1ccc(cc1)[N+](=O)[O-]
1.3517,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
1.476,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
1.4488,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
1.5201,[O-]C(=O)c1cc(cc(c1)[N+](=O)[O-])c1cc[nH+]cc1
1.4776,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-]
1.4455,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.3008,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
1.4942,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
1.5581,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.314,CCOC(=O)/C(=C(\N)/C)/[C@@H](c1cccc(c1)[N+](=O)[O-])C(C#N)C#N
1.8586,[O-][N+](=O)c1nc(n(n1)CO[N+](=O)[O-])c1nc(nn1CO[N+](=O)[O-])[N+](=O)[O-]
1.4327,COC(=O)[C@@]1(N=CN2[C@H]1CC[C@H]2C)c1ccc(cc1)[N+](=O)[O-]
1.4528,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
1.3859,COc1ccc(cc1)[C@H](OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
1.2796,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
1.4564,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
1.5762,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
1.3304,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
1.5495,N#CC(=C1c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-])C#N
1.3199,CO[C@@H]1CC[C@@](CC1)(C#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.3025,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
1.3682,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
1.5164,CC(=O)/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
1.2953,CCCNc1ccc(cc1[N+](=O)[O-])C#N
1.828,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2C([C@H]3[C@H]4C1([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.3985,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
1.5512,O[C@H]1[C@H](OC[C@H]([C@@H]1O)O)Nc1ccc(cc1)[N+](=O)[O-]
1.3621,COc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
1.6901,OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.4201,O=C(N1CCC=C1)OCc1ccc(cc1)[N+](=O)[O-]
1.412,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1
1.3643,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
1.2991,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
1.5928,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
1.8385,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
1.3082,[O-][N+](=O)c1ccc(cc1)/N=N/c1ccc(c(c1)C(=O)C)O
1.4105,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
1.4606,[O-][N+](=O)[C@]12C[C@@H]3[C@](C1)(C[C@H]2C3)[N+](=O)[O-]
1.6108,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
1.5623,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
1.5419,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
1.4393,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
1.7799,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-]
1.4702,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1
1.4497,OCCn1c(C)ncc1[N+](=O)[O-]
1.4463,[O-][N+](=O)c1c(=O)oc2c(c1Nc1ccccc1)cccc2
1.3887,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
1.698,OCC([N+](=O)[O-])([N+](=O)[O-])CO
1.3896,N#CN([N+](=O)[O-])Cc1ccccc1
1.5897,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
1.2595,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
1.3325,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
1.6804,[O-][N+](=O)N1CN2CN(C1)CN(C2)[N+](=O)[O-]
1.5826,O=C(c1ccc(cc1)[N+](=O)[O-])[N-][N+]#N
1.8553,[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-]
1.1358,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
1.5426,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4736,O=C(c1cnoc1C)N/N=C/c1cccc(c1)[N+](=O)[O-]
1.314,CCOC(=O)C1=N[C@H](O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C(C)C
1.3168,CCOC(=O)[C@H](/C(=C\c1ccc(cc1)N(C)C)/[N+](=O)[O-])O
1.8272,[O-][N+](=O)c1nn(c2c1n(CO[N+](=O)[O-])nc2[N+](=O)[O-])CO[N+](=O)[O-]
1.3634,CN([N+](=O)[O-])C
1.688,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
1.3724,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
1.3316,Oc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
1.2874,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
1.5357,N#[N+][N-]C(=O)c1ccccc1[N+](=O)[O-]
1.6349,[O-][N+](=O)N1CCN(CC1)[N+](=O)[O-]
1.3137,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
1.4314,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-]
1.4773,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1[C@@H]2[C@@H]3C=C[C@@H]4[C@H]1[C@H]2C[C@H]34
1.524,[O-][N+](=O)OC[C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42CO[N+](=O)[O-]
1.4871,COC(=O)C1(NC(=O)c2c1c1ccccc1c(c2)[N+](=O)[O-])C(=O)OC
1.4189,[O-][N+](=O)[C@H]1[C@@](C)(C=C(C(=O)[C@]1(C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
1.4378,[O-][N+](=O)c1nccn1C[C@@H](COC)O
1.4047,[O-][N+](=O)c1ccc(cc1)COc1cccc2c1nccc2
1.7949,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
1.4634,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-]
1.6719,CC(=O)N1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
1.5194,[O-][N+](=O)c1c[nH]c(n1)C
1.9526,O=C1O[C@@H]2[C@H](O1)N(CN2[N+](=O)[O-])[N+](=O)[O-]
1.5121,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C
1.4599,[O-][N+](=O)C(=C(c1ccccc1)c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
1.3663,CC(=O)Nc1cc(ccc1N(C)C)[N+](=O)[O-]
1.3989,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
1.4346,N#CC1=C(C#N)[C@@](C)([N+](=O)[O-])C(C(=O)[C@]1(C)[N+](=O)[O-])(C)C
1.215,CCCCNc1ccc(cc1)[N+](=O)[O-]
1.543,[O-][N+](=O)O[C@H]1C[C@H]2[C@H]([C@@H]1c1c2cccc1)O[N+](=O)[O-]
1.5115,[O-][N+](=O)c1cc(cc(c1Nn1c2ccccc2c2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
1.3192,CN(c1ccccc1)[N+](=O)[O-]
1.4631,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
1.3547,[O-][N+](=O)c1ccccc1C(=O)N1c2ccccc2C([C@H]1O)(C)C
1.3604,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
1.5034,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.888,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
1.5279,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1
1.385,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-]
1.5033,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccccc1[N+](=O)[O-]
1.4235,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
1.4998,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1
1.5026,[O-][N+](=O)C1=C(C)[C@@](C)([N+](=O)[O-])C(=O)[C@@]([C@@]1(C)[N+](=O)[O-])(C)O
1.277,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
1.3181,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C
1.3495,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1
1.7247,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
1.4567,[O-][N+](=O)c1cn[nH]c1C
1.479,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
1.5116,[O-][N+](=O)c1ccnc2c1[nH]cn2
1.5895,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-]
1.3749,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N
1.4155,[O-][N+](=O)c1ccc2c(c1)NCCC2
1.232,OCC1(CN(C1)C(C)(C)C)[N+](=O)[O-]
1.4773,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2
1.5662,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4025,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
1.2782,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C
1.9868,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
1.3595,N#Cc1c2cccnc2ccc1C([N+](=O)[O-])(C)C
1.806,[O-][N+](=O)N1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
1.4877,[O-][N+](=O)c1nn(cn1)CC#C
1.7564,CC(=O)O[C@@H]1N([N+](=O)[O-])[C@H]2[C@@H](N1[N+](=O)[O-])N(CCN2[N+](=O)[O-])[N+](=O)[O-]
1.2889,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-]
1.7244,[O-][N+](=O)c1cc(ccc1N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4311,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
1.7858,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
1.5933,[O-][N+](=O)O[C@@H]1[C@H](O[N+](=O)[O-])c2c1cccc2
1.4862,O=NC1(COC(OC1)(C)C)[N+](=O)[O-]
1.6418,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
1.5929,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
1.5268,[O-][N+](=O)c1c[nH]nc1C
1.2503,N#CC([C@]1(C)C(=C1C)C)(c1ccc(cc1)[N+](=O)[O-])C#N
1.7149,[O-][N+](=O)c1ccc2c3c1[nH]c(=O)[nH]c3c(cc2)[N+](=O)[O-]
1.4263,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
1.3787,O[C@@H](c1ccccc1[N+](=O)[O-])Nn1c(C)nnc1C
1.311,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC
1.9001,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
1.4219,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
1.4726,O=C1C[C@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
1.5477,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
1.343,N#C/C(=N/O[C@@](c1ccccc1)([N+](=O)[O-])C#N)/c1ccccc1
1.5644,OC[C@H]1O[C@@H]([C@H]([C@@H]1O)O)n1ccnc1[N+](=O)[O-]
1.9896,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1
1.5398,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
1.2791,N#C[C@]1([N+](=O)[O-])[C@H]2C=C[C@@H]([C@@H]1c1ccccc1)C2
1.6053,[O-][N+](=O)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.8027,[O-][N+](=O)c1c[nH]c(=O)c(c1)[N+](=O)[O-]
1.5068,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
1.447,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
1.4794,CC(N(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O)C
1.524,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
1.4608,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2
1.2852,[O-][N+](=O)c1ccc(cc1)NN=C1CCCC1
1.4907,Oc1ccc(cc1)/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
1.3819,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-]
1.5932,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.8177,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
1.379,Cc1ccc(c(c1)[N+](=O)[O-])N
1.4858,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
1.6681,[O-][N+](=O)n1ccc(n1)n1cnnn1
1.6617,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
1.5256,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-]
1.5124,COCOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.5496,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5091,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
1.2861,CN1CCC(=C/C/1=N\c1ccc(cc1)[N+](=O)[O-])c1ccccc1
1.4255,COc1ccccc1N/C=C\1/C=C(C=CC1=O)[N+](=O)[O-]
1.4074,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
1.5661,[O-][N+](=O)c1cccnc1c1ncccc1[N+](=O)[O-]
1.4115,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1
1.368,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
1.4235,O=C1CCCC(CCC1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.7114,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
1.6361,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])C(=O)N
1.506,O=c1oc(nc2c1cccc2)c1ccccc1[N+](=O)[O-]
1.4044,[O-][N+](=O)c1cccc2c1c(cn2C)[C@@H]1[C@H]2C[C@H]3[C@@H]1[C@H]3O2
1.2421,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1
1.4013,CC(=O)N1OCCc2c([C@H]1C)cc(cc2)[N+](=O)[O-]
1.3126,C[C@@H](c1ccccc1)Nc1ccc(cn1)[N+](=O)[O-]
1.7155,N#[N+][N-]CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C[N-][N+]#N
1.8006,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
1.3978,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-]
1.6999,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
1.753,[O-][N+](=O)NC(CN[N+](=O)[O-])CN[N+](=O)[O-]
1.5228,Nc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
1.8398,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5291,COC(=O)c1cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-]
1.8612,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.7427,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5341,O=C1[C@](C)(O)[C@H]([N+](=O)[O-])C(=C[C@]1(O)c1ccccc1)[N+](=O)[O-]
1.3283,O=C(Cc1ccccc1)N/N=C/c1ccccc1[N+](=O)[O-]
1.3898,O=C1N2CC[C@H]2C[C@H]1[C@H](c1ccc(cc1)[N+](=O)[O-])O
1.4414,[O-][N+](=O)C[C@@H](C(=O)N1C(=O)O[C@@H]2[C@@]31CC[C@H](C3(C)C)C2)O
1.2638,N#CCC[C@]1(CCCCCCC1=O)[N+](=O)[O-]
1.5719,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
1.4503,C=C1C(=NO[C@@]1(O)c1ccc(cc1)[N+](=O)[O-])C
1.4163,CCCCOC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
1.3161,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
1.3133,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
1.4363,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
1.4442,[O-][N+](=O)c1c(ccc(c1C)[N+](=O)[O-])N(C)C
1.3995,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
1.3308,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
1.8548,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
1.5069,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-]
1.5497,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
1.229,CC(N1CCCO[C@@H]1c1ccc(cc1)[N+](=O)[O-])C
1.4617,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
1.3073,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
1.3019,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC
1.4539,[O-][N+](=O)OCCOC(=O)c1cccnc1
1.275,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O
1.507,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
1.6563,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
1.4086,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
1.4308,C/C=C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.7288,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
1.4429,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
1.5255,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
1.3471,CC(=O)N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
1.5402,[O-][N+](=O)c1ccc(cc1)n1nnnc1N
1.5649,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
1.6926,OC(=O)c1cccc(c1C(=O)N)[N+](=O)[O-]
1.5049,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
1.359,COc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C(C)(C)C
1.6594,[O-][N+](=O)c1c(C)nc2n(c1=O)nc[nH]2
1.3627,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
1.3636,CN1Cc2ccccc2N[C@H]1c1ccccc1[N+](=O)[O-]
1.4702,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
1.2972,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-]
1.7451,[O-][N+](=O)c1cc(cc(c1/C=C/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.4506,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
1.2983,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
1.4007,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
1.5584,Oc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
1.4032,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
1.4271,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1
1.3819,CN1N=NN(C(/C/1=N/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C)C
1.5614,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
1.4213,O/N=C/1\[C@@H](CCc2c1cccc2)[N+](=O)[O-]
1.6209,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.4809,O=C(c1ccccc1O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O
1.7813,[O-][N+](=O)c1[nH]cnc1[N+](=O)[O-]
1.4803,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
1.3888,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C
1.7706,O=C1OCOc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
1.4541,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
1.4379,CC(=O)Nc1ccccc1[N+](=O)[O-]
1.594,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
1.3616,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
